,Date,Kangwon_sales,Kangwon_sales_prices,Kyonggi_sales,Kyonggi_sales_prices,Kyongsang_sales,Kyongsang_sales_prices,Seoul_sales,Seoul_sales_prices,Jeonla_sales,Jeonla_sales_prices,Chungcheong_sales,Chuncheong_sales_prices
954,8/12/2017,49,"5,120,300",317,"13,682,840",82,"7,331,100",44,"3,247,900",27,"2,260,100",40,"2,685,100"
955,8/13/2017,53,"4,099,900",103,"7,378,100",47,"3,423,300",44,"3,611,700",22,"2,007,900",37,"2,407,000"
956,8/14/2017,39,"2,904,100",57,"4,342,200",34,"2,665,200",54,"4,697,900",31,"2,653,900",31,"2,421,400"
957,8/15/2017,87,"6,743,300",138,"8,260,500",57,"4,746,400",62,"5,591,100",65,"3,591,600",52,"3,699,600"
958,8/16/2017,44,"3,937,700",112,"8,382,500",85,"6,095,800",51,"4,197,600",42,"2,544,300",57,"3,753,400"
959,8/17/2017,52,"5,007,700",112,"14,291,700",70,"4,866,700",53,"4,176,800",28,"1,963,900",44,"3,381,600"
960,8/18/2017,49,"3,488,500",128,"12,895,500",57,"5,618,300",31,"2,940,800",35,"3,087,700",57,"5,825,800"
961,8/19/2017,31,"2,756,300",83,"6,333,500",52,"4,264,400",50,"3,942,100",38,"2,926,100",91,"4,603,300"
962,8/20/2017,36,"2,572,500",63,"5,260,700",26,"2,123,600",24,"2,105,100",30,"2,799,800",45,"3,105,200"
963,8/21/2017,56,"4,417,200",83,"5,976,700",64,"4,846,000",47,"3,847,800",23,"1,963,700",60,"2,810,900"
964,8/22/2017,32,"3,239,900",81,"12,223,500",82,"6,461,700",38,"2,820,000",46,"4,246,000",55,"3,846,700"
965,8/23/2017,43,"4,511,714",98,"6,446,800",162,"12,445,900",83,"4,224,600",32,"1,851,100",57,"4,814,000"
966,8/24/2017,64,"6,589,266",86,"12,648,000",125,"10,165,700",189,"7,313,100",36,"3,308,600",29,"2,025,400"
967,8/25/2017,65,"5,747,400",182,"12,364,464",122,"9,421,200",40,"2,517,157",41,"3,197,300",86,"5,254,300"
968,8/26/2017,65,"10,158,700",85,"6,459,700",75,"8,500,500",32,"2,599,300",32,"2,860,100",50,"3,054,100"
969,8/27/2017,49,"4,347,300",69,"5,377,500",50,"4,170,400",35,"2,438,900",26,"2,845,900",55,"3,829,300"
970,8/28/2017,44,"5,271,000",68,"8,214,830",72,"7,208,790",50,"4,573,500",29,"2,895,700",58,"4,188,000"
971,8/29/2017,45,"4,655,200",123,"12,484,313",84,"7,159,200",46,"4,787,800",28,"3,229,500",53,"3,779,200"
972,8/30/2017,69,"6,238,700",108,"9,749,522",75,"5,408,600",42,"3,614,500",45,"5,310,400",55,"4,435,300"
973,8/31/2017,59,"6,478,700",196,"15,357,786",69,"5,381,000",125,"6,595,400",79,"7,122,500",60,"5,247,800"
974,9/1/2017,63,"6,596,500",115,"14,467,270",82,"7,551,000",96,"7,522,500",24,"2,167,500",59,"5,700,900"
975,9/2/2017,59,"6,040,200",125,"10,889,400",91,"6,165,400",74,"5,591,700",46,"4,313,400",36,"2,761,600"
976,9/3/2017,38,"3,689,200",112,"9,341,054",67,"4,944,500",62,"6,034,800",38,"3,362,900",19,"1,774,000"
977,9/4/2017,40,"3,957,000",105,"11,092,960",57,"4,991,100",47,"3,514,000",21,"2,204,900",29,"2,591,400"
978,9/5/2017,76,"8,555,500",595,"14,534,566",90,"6,614,800",124,"8,554,980",57,"4,282,900",74,"4,633,400"
979,9/6/2017,65,"6,887,227",364,"17,115,650",95,"9,695,700",50,"3,441,100",35,"3,806,200",29,"2,609,200"
980,9/7/2017,65,"5,751,000",300,"20,834,450",63,"5,779,600",97,"7,306,600",43,"4,081,100",37,"4,478,400"
981,9/8/2017,58,"5,887,200",298,"16,377,600",92,"8,852,600",102,"8,270,300",53,"4,856,900",100,"6,763,600"
982,9/9/2017,54,"5,314,000",245,"14,169,505",73,"5,694,900",65,"4,537,732",51,"3,840,600",76,"4,643,300"
983,9/10/2017,22,"2,868,800",314,"7,935,757",67,"7,805,998",33,"2,743,600",45,"3,957,900",34,"2,517,500"
984,9/11/2017,25,"2,947,800",70,"6,588,224",69,"5,436,800",91,"6,660,400",38,"4,154,600",47,"4,457,200"
985,9/12/2017,54,"5,639,300",312,"14,156,785",88,"7,665,100",61,"5,729,900",39,"3,824,700",46,"4,437,900"
986,9/13/2017,64,"6,852,600",84,"7,161,700",78,"6,742,000",81,"5,673,900",41,"5,342,400",57,"4,686,900"
987,9/14/2017,61,"6,906,000",111,"9,455,216",74,"6,920,200",59,"4,360,300",52,"5,465,400",58,"5,496,000"
988,9/15/2017,63,"6,507,300",95,"9,742,062",108,"11,169,700",118,"7,402,000",43,"4,766,300",87,"7,730,000"
989,9/16/2017,66,"6,536,900",118,"10,823,427",127,"14,033,800",124,"7,973,500",33,"2,468,000",90,"7,122,100"
990,9/17/2017,22,"1,952,900",118,"10,495,880",84,"8,006,000",49,"4,139,850",41,"3,852,900",38,"2,344,500"
991,9/18/2017,66,"6,117,000",92,"8,880,900",63,"6,488,900",74,"11,338,400",30,"3,029,000",37,"3,008,200"
992,9/19/2017,57,"5,608,500",119,"10,673,878",83,"8,642,700",53,"3,421,700",47,"5,038,800",114,"7,651,400"
993,9/20/2017,91,"7,936,800",134,"10,597,469",178,"12,519,700",84,"7,435,900",43,"4,829,100",61,"4,817,700"
994,9/21/2017,68,"6,533,800",148,"13,697,023",125,"8,941,000",57,"4,418,000",44,"4,222,000",34,"2,443,000"
995,9/22/2017,53,"4,582,300",219,"14,841,560",127,"9,574,100",66,"4,891,800",45,"3,929,300",103,"9,291,600"
996,9/23/2017,55,"5,501,900",154,"11,225,561",70,"6,697,400",74,"4,716,500",53,"5,938,100",54,"4,454,700"
997,9/24/2017,42,"3,822,200",87,"7,573,800",101,"8,891,500",108,"5,189,700",55,"6,536,000",20,"1,858,200"
998,9/25/2017,76,"6,974,700",84,"7,218,369",71,"6,769,500",65,"4,601,100",30,"3,841,300",51,"3,977,700"
999,9/26/2017,57,"4,894,000",163,"11,484,171",48,"3,725,200",51,"3,516,600",25,"2,762,100",58,"4,408,800"
1000,9/27/2017,61,"6,283,400",97,"11,031,941",81,"5,752,300",65,"5,005,100",32,"3,050,200",80,"5,030,800"
1001,9/28/2017,81,"8,342,400",94,"7,754,460",81,"6,321,700",68,"7,655,700",29,"3,219,000",56,"4,169,400"
1002,9/29/2017,42,"4,202,700",168,"14,097,400",140,"9,585,900",47,"4,372,000",34,"3,431,300",60,"5,117,500"
1003,9/30/2017,64,"5,756,100",140,"12,798,220",71,"5,856,400",95,"5,732,700",46,"4,152,200",57,"5,516,456"
1004,10/1/2017,32,"3,302,700",119,"9,584,952",78,"9,465,200",36,"4,031,200",11,"1,098,000",27,"2,619,000"
1005,10/2/2017,27,"2,925,500",133,"12,293,300",62,"5,022,000",88,"6,495,100",33,"4,343,200",36,"2,969,700"
1006,10/3/2017,9,"1,033,400",60,"5,697,920",19,"2,513,500",59,"2,896,200",9,"937,900",32,"2,738,500"
1007,10/4/2017,0,0,0,0,0,0,6,"392,300",0,0,8,"346,800"
1008,10/5/2017,20,"1,792,000",82,"8,988,988",36,"3,988,200",73,"3,345,200",7,"726,600",34,"2,231,900"
1009,10/6/2017,37,"3,749,700",153,"10,709,230",73,"6,454,700",69,"4,312,900",38,"4,559,200",36,"2,918,500"
1010,10/7/2017,56,"6,597,500",139,"12,074,474",80,"7,366,000",72,"9,988,900",25,"2,776,900",37,"2,506,200"
1011,10/8/2017,31,"3,838,700",137,"7,107,000",55,"6,074,000",106,"6,384,100",29,"3,105,400",29,"2,415,100"
1012,10/9/2017,54,"6,202,600",101,"11,475,524",45,"4,116,700",64,"4,920,000",47,"4,253,900",51,"4,048,800"
1013,10/10/2017,73,"9,206,300",112,"9,524,000",83,"7,199,600",72,"6,262,600",86,"6,822,392",111,"7,197,500"
1014,10/11/2017,57,"6,767,900",85,"10,728,524",126,"10,433,700",42,"4,176,900",39,"3,951,900",61,"6,557,300"
1015,10/12/2017,63,"7,565,600",123,"12,544,310",110,"7,709,300",77,"6,751,070",48,"5,223,800",60,"6,257,100"
1016,10/13/2017,51,"6,270,200",152,"20,383,382",143,"11,567,800",44,"5,564,800",35,"3,890,600",83,"8,093,600"
1017,10/14/2017,64,"10,384,900",103,"12,217,900",103,"10,134,000",41,"3,931,000",48,"5,086,800",52,"5,076,200"
1018,10/15/2017,68,"8,414,300",88,"12,551,829",77,"7,168,000",40,"3,524,600",38,"3,841,600",44,"4,573,600"
1019,10/16/2017,55,"9,717,400",140,"18,638,217",53,"5,516,100",87,"6,016,000",160,"9,538,100",35,"3,827,800"
1020,10/17/2017,55,"8,389,000",96,"12,040,900",70,"8,574,100",56,"6,273,400",43,"5,328,500",53,"4,396,000"
1021,10/18/2017,28,"3,812,300",238,"22,534,043",187,"31,088,200",125,"11,876,000",48,"5,756,800",109,"7,755,500"
1022,10/19/2017,44,"7,361,300",138,"16,847,808",71,"10,327,900",49,"5,117,700",39,"4,183,500",60,"7,827,000"
1023,10/20/2017,136,"12,882,800",140,"14,618,270",68,"7,868,800",41,"3,881,700",49,"6,007,600",54,"5,953,600"
1024,10/21/2017,57,"8,412,900",90,"13,098,000",89,"11,127,900",63,"7,873,200",33,"3,976,800",40,"3,961,000"
1025,10/22/2017,43,"5,006,600",76,"12,807,806",102,"14,294,500",66,"4,397,200",33,"4,032,100",56,"4,882,900"
1026,10/23/2017,68,"9,903,300",80,"11,958,687",55,"7,813,600",59,"5,877,900",30,"5,039,600",36,"3,514,500"
1027,10/24/2017,56,"6,771,400",110,"13,866,900",61,"6,706,600",56,"5,828,900",34,"4,656,500",56,"5,865,600"
1028,10/25/2017,61,"6,743,600",86,"14,864,457",75,"8,109,900",88,"8,141,709",44,"5,522,600",55,"5,422,861"
1029,10/26/2017,69,"8,074,700",113,"13,333,500",87,"10,570,680",95,"6,117,200",46,"5,832,000",99,"13,675,800"
1030,10/27/2017,72,"9,176,200",160,"23,417,600",105,"10,019,100",118,"7,223,500",56,"5,443,000",44,"6,245,300"
1031,10/28/2017,62,"7,480,900",133,"17,799,586",57,"7,529,800",108,"5,559,700",31,"3,409,000",38,"5,655,400"
1032,10/29/2017,25,"3,101,800",90,"13,090,162",52,"6,419,000",80,"5,122,700",31,"3,611,200",43,"4,907,600"
1033,10/30/2017,43,"5,882,000",77,"19,650,115",61,"7,535,900",68,"7,272,200",40,"4,482,900",42,"5,291,500"
1034,10/31/2017,66,"7,224,700",165,"22,830,279",102,"13,116,300",83,"8,650,700",75,"6,411,600",80,"9,533,700"
1035,11/1/2017,66,"8,677,700",117,"14,508,548",52,"9,393,700",57,"6,762,800",43,"4,677,700",65,"7,157,300"
1036,11/2/2017,79,"13,941,800",120,"16,710,786",97,"17,081,900",104,"9,285,280",41,"4,078,160",46,"6,168,000"
1037,11/3/2017,62,"9,294,100",87,"13,614,400",50,"4,799,700",49,"5,734,680",59,"5,566,540",40,"4,729,400"
1038,11/4/2017,46,"7,508,600",73,"15,634,819",105,"11,134,300",94,"6,700,920",28,"4,743,780",49,"5,212,400"
1039,11/5/2017,19,"2,433,900",96,"18,389,978",83,"16,530,300",35,"2,791,840",54,"5,717,370",40,"4,677,100"
1040,11/6/2017,76,"9,652,400",86,"17,331,090",56,"8,626,300",52,"10,188,220",39,"4,542,770",44,"5,253,253"
1041,11/7/2017,68,"8,173,124",99,"13,957,452",81,"10,819,910",49,"6,358,690",52,"5,711,560",42,"6,683,600"
1042,11/8/2017,41,"3,920,000",126,"17,979,700",141,"17,855,100",34,"2,824,100",33,"4,703,510",46,"5,139,700"
1043,11/9/2017,36,"8,126,067",104,"14,702,570",147,"15,356,340",99,"8,933,060",34,"5,203,060",38,"4,321,200"
1044,11/10/2017,27,"3,537,300",105,"13,422,870",44,"7,428,550",55,"4,472,240",33,"4,174,970",37,"4,637,300"
1045,11/11/2017,51,"7,503,200",92,"15,675,500",57,"7,477,900",99,"8,301,060",57,"8,578,000",38,"4,872,100"
1046,11/12/2017,32,"3,715,900",65,"16,663,100",49,"4,524,500",66,"6,757,000",37,"4,536,370",26,"4,243,200"
1047,11/13/2017,45,"5,509,600",93,"18,704,571",54,"10,306,200",56,"6,954,240",29,"3,543,050",37,"5,368,700"
1048,11/14/2017,39,"5,529,700",108,"16,992,481",68,"9,998,400",45,"5,770,940",67,"5,893,870",39,"3,094,300"
1049,11/15/2017,38,"5,905,800",148,"21,920,290",75,"8,242,390",98,"6,180,200",42,"5,491,400",48,"7,082,500"
1050,11/16/2017,38,"5,289,700",93,"16,449,060",64,"16,198,800",41,"4,057,720",39,"4,557,420",33,"4,340,700"
1051,11/17/2017,63,"11,950,200",73,"16,278,420",69,"9,802,635",58,"6,519,700",31,"4,819,200",67,"6,219,000"
1052,11/18/2017,40,"7,286,400",66,"8,747,400",65,"8,104,000",34,"6,663,960",28,"4,355,700",52,"10,981,900"
1053,11/19/2017,16,"2,221,400",106,"18,523,043",64,"7,444,710",36,"4,809,000",61,"6,124,300",25,"2,556,200"
1054,11/20/2017,30,"7,231,700",85,"16,656,900",37,"4,367,000",17,"3,430,300",28,"3,447,450",38,"6,542,700"
1055,11/21/2017,59,"8,855,600",81,"13,637,370",56,"8,830,900",29,"3,632,950",41,"4,823,796",39,"7,094,600"
1056,11/22/2017,67,"13,060,800",161,"20,869,870",139,"17,232,900",125,"8,386,550",31,"4,220,460",57,"7,310,000"
1057,11/23/2017,52,"7,732,340",91,"16,968,530",81,"11,207,890",35,"4,740,070",30,"4,477,089",48,"6,233,300"
1058,11/24/2017,47,"7,559,920",65,"11,092,170",82,"11,572,800",28,"4,316,940",32,"5,224,260",48,"8,174,500"
1059,11/25/2017,61,"10,669,800",70,"11,327,711",58,"12,039,940",39,"7,087,600",30,"6,130,620",38,"4,160,820"
1060,11/26/2017,24,"4,690,500",69,"13,609,912",38,"4,293,600",40,"4,377,800",33,"4,300,400",18,"1,542,420"
1061,11/27/2017,34,"5,336,300",74,"13,823,106",47,"6,665,690",42,"4,257,020",42,"6,311,990",38,"4,524,800"
1062,11/28/2017,48,"7,375,900",90,"18,152,907",63,"10,468,120",26,"3,198,520",46,"6,451,590",56,"10,789,100"
1063,11/29/2017,48,"8,928,427",96,"18,223,936",59,"10,849,480",25,"5,340,190",36,"5,837,330",58,"7,634,900"
1064,11/30/2017,58,"14,846,100",171,"23,655,426",71,"10,312,460",94,"7,689,660",36,"6,170,620",85,"8,502,600"
1065,12/1/2017,56,"14,820,140",116,"20,188,533",63,"6,618,600",21,"3,246,200",22,"5,200,020",45,"5,484,520"
1066,12/2/2017,42,"7,478,720",107,"20,851,178",82,"16,099,240",135,"5,481,840",32,"4,854,720",58,"7,016,620"
1067,12/3/2017,26,"5,372,420",110,"17,211,500",42,"7,400,100",18,"3,884,440",32,"3,885,800",37,"5,828,000"
1068,12/4/2017,44,"5,943,517",67,"12,506,140",34,"3,699,500",51,"9,138,100",27,"4,636,200",31,"4,113,800"
1069,12/5/2017,42,"5,463,000",90,"11,968,444",49,"9,021,000",28,"3,780,600",29,"4,148,140",35,"6,548,920"
1070,12/6/2017,37,"9,591,320",104,"24,893,521",67,"8,127,220",60,"4,874,250",39,"5,385,600",46,"8,027,300"
1071,12/7/2017,47,"6,234,200",135,"37,421,454",65,"10,291,200",45,"7,712,900",28,"5,112,040",46,"6,970,000"
1072,12/8/2017,31,"5,000,300",81,"14,042,656",83,"12,680,680",68,"10,156,040",26,"5,652,000",50,"7,063,200"
1073,12/9/2017,49,"9,005,620",117,"22,039,990",88,"12,825,320",52,"4,135,300",40,"6,193,140",43,"7,491,480"
1074,12/10/2017,30,"4,657,940",92,"22,151,820",73,"9,382,400",35,"4,917,100",15,"3,501,184",43,"4,497,800"
1075,12/11/2017,44,"8,599,300",65,"16,581,670",39,"4,026,820",48,"10,031,000",26,"2,886,000",37,"8,348,000"
1076,12/12/2017,42,"6,606,280",112,"27,082,452",67,"17,950,620",22,"3,303,600",27,"4,549,600",41,"6,836,300"
1077,12/13/2017,32,"6,313,300",93,"26,365,230",118,"9,805,600",29,"5,678,300",36,"6,304,120",45,"7,729,000"
1078,12/14/2017,28,"6,453,480",93,"24,662,072",51,"9,086,700",76,"6,490,020",16,"3,086,600",80,"5,076,320"
1079,12/15/2017,121,"16,344,020",90,"15,264,193",62,"13,756,500",34,"7,472,200",34,"7,357,100",52,"8,931,900"
1080,12/16/2017,41,"10,720,500",92,"17,356,440",56,"9,495,320",32,"2,455,500",20,"3,238,500",47,"4,478,200"
1081,12/17/2017,26,"2,940,560",56,"17,490,010",76,"7,483,400",23,"7,113,900",30,"4,204,900",19,"3,312,500"
1082,12/18/2017,39,"7,523,440",75,"19,894,140",25,"4,507,600",43,"6,967,300",32,"5,022,700",52,"8,398,200"
1083,12/19/2017,35,"5,481,200",71,"14,945,100",49,"4,818,400",61,"6,296,880",22,"2,463,400",35,"4,631,640"
1084,12/20/2017,106,"22,930,620",157,"31,267,380",99,"14,731,680",129,"10,916,200",65,"10,886,200",64,"8,973,400"
1085,12/21/2017,53,"9,143,760",196,"23,169,133",95,"17,299,900",53,"13,564,600",31,"4,680,600",59,"10,977,620"
1086,12/22/2017,39,"7,388,000",102,"13,475,322",68,"10,321,540",43,"8,432,600",72,"7,628,400",71,"9,076,900"
1087,12/23/2017,44,"7,333,300",94,"19,438,439",54,"6,584,920",63,"8,803,200",38,"6,927,500",33,"4,880,800"
1088,12/24/2017,11,"1,669,500",110,"19,502,121",43,"5,607,220",26,"2,275,400",35,"4,529,720",21,"4,211,900"
1089,12/25/2017,56,"15,392,820",98,"15,118,678",54,"10,090,120",29,"4,868,900",32,"3,964,140",26,"2,276,100"
1090,12/26/2017,25,"4,672,620",86,"13,386,330",38,"5,914,800",53,"6,706,000",38,"6,918,040",33,"8,497,220"
1091,12/27/2017,50,"4,436,100",106,"19,208,030",100,"12,016,920",49,"6,352,600",31,"11,589,460",85,"9,697,800"
1092,12/28/2017,66,"10,420,800",116,"16,496,447",90,"9,596,200",41,"6,567,400",33,"8,770,400",45,"3,319,940"
1093,12/29/2017,36,"5,833,600",71,"14,261,570",62,"6,189,300",61,"4,199,600",37,"3,186,000",106,"7,793,400"
1094,12/30/2017,35,"4,532,300",143,"27,044,586",110,"9,123,440",96,"11,582,400",64,"6,635,800",59,"6,885,020"
1095,12/31/2017,22,"3,481,440",111,"25,192,872",48,"8,517,460",31,"4,956,900",50,"5,739,622",44,"6,139,990"
1096,1/1/2018,12,"1,643,700",107,"24,801,524",42,"5,676,100",24,"3,077,600",17,"3,225,900",27,"6,806,920"
1097,1/2/2018,36,"8,368,500",125,"12,478,600",45,"7,834,220",54,"6,656,900",23,"3,064,200",29,"3,654,900"
1098,1/3/2018,47,"9,786,900",142,"19,007,440",76,"9,811,100",36,"6,524,820",31,"5,265,120",59,"7,482,280"
1099,1/4/2018,85,"9,826,400",107,"12,566,700",67,"7,365,500",42,"4,167,600",40,"7,124,400",63,"5,786,100"
1100,1/5/2018,53,"7,035,000",89,"13,424,940",52,"7,298,530",42,"6,687,200",82,"9,236,320",38,"9,852,700"
1101,1/6/2018,39,"9,777,800",74,"18,654,100",53,"10,260,300",41,"6,575,920",45,"5,246,100",38,"13,003,620"
1102,1/7/2018,39,"4,607,200",63,"11,552,720",32,"4,232,400",33,"5,593,000",23,"1,853,440",38,"3,007,600"
1103,1/8/2018,35,"7,712,600",65,"13,020,100",45,"4,051,900",49,"7,805,900",27,"4,336,820",38,"3,862,100"
1104,1/9/2018,47,"12,128,300",64,"8,784,200",44,"5,355,410",19,"2,197,000",12,"1,657,000",26,"3,465,100"
1105,1/10/2018,58,"8,665,460",59,"10,657,120",47,"7,892,500",47,"5,784,200",23,"5,473,318",25,"3,100,400"
1106,1/11/2018,56,"6,733,240",97,"12,786,400",50,"6,846,700",56,"11,716,380",21,"2,539,300",36,"4,799,900"
1107,1/12/2018,39,"7,078,500",56,"8,931,400",75,"7,594,620",64,"5,671,500",23,"3,583,500",35,"3,815,320"
1108,1/13/2018,28,"4,685,400",79,"18,198,000",83,"9,028,700",92,"7,579,300",27,"2,683,200",50,"6,019,400"
1109,1/14/2018,17,"1,875,540",47,"8,046,714",43,"10,362,100",80,"8,271,520",31,"4,392,000",25,"1,688,400"
1110,1/15/2018,42,"5,381,000",63,"11,104,900",47,"7,735,100",80,"7,431,420",25,"5,447,700",23,"5,678,600"
1111,1/16/2018,51,"10,294,620",89,"12,347,062",36,"7,705,200",57,"6,874,400",39,"5,079,300",28,"4,186,700"
1112,1/17/2018,48,"9,179,520",53,"10,195,302",54,"7,919,400",30,"2,768,200",44,"9,019,200",60,"14,730,040"
1113,1/18/2018,80,"16,808,600",93,"13,403,885",79,"11,935,350",35,"6,245,500",54,"8,491,300",60,"6,733,600"
1114,1/19/2018,62,"11,960,560",139,"19,986,024",97,"10,709,060",43,"9,032,200",41,"7,356,300",49,"7,684,200"
1115,1/20/2018,69,"10,349,400",160,"18,060,120",99,"17,810,320",45,"4,239,700",21,"3,396,000",65,"6,135,420"
1116,1/21/2018,40,"6,509,600",127,"18,277,586",64,"8,722,100",31,"3,727,200",32,"3,420,800",19,"1,979,800"
1117,1/22/2018,52,"10,205,700",71,"15,919,300",81,"9,483,800",30,"5,735,800",49,"5,110,400",44,"6,604,300"
1118,1/23/2018,46,"8,150,800",57,"11,273,727",58,"10,679,000",28,"3,819,800",31,"3,969,800",32,"3,117,900"
1119,1/24/2018,43,"5,004,700",52,"12,643,640",69,"16,495,100",34,"3,952,900",64,"7,519,900",55,"8,202,000"
1120,1/25/2018,43,"5,922,100",43,"5,920,700",64,"6,863,200",25,"3,782,800",21,"3,551,700",36,"5,993,600"
1121,1/26/2018,33,"5,045,600",77,"15,187,800",49,"4,996,100",33,"5,570,800",23,"3,247,500",39,"7,298,400"
1122,1/27/2018,26,"6,064,820",63,"11,980,300",78,"9,809,540",62,"4,937,192",35,"4,488,900",28,"3,321,400"
1123,1/28/2018,10,"1,722,300",63,"24,576,530",36,"5,214,500",104,"4,159,300",32,"3,841,240",28,"3,800,400"
1124,1/29/2018,39,"5,334,400",77,"14,573,200",54,"10,815,200",112,"11,201,500",40,"3,974,100",35,"6,801,800"
1125,1/30/2018,34,"7,738,800",93,"15,538,100",52,"5,786,900",146,"7,877,100",38,"4,532,920",39,"4,347,500"
1126,1/31/2018,64,"10,762,440",76,"9,831,961",53,"6,707,500",135,"8,672,200",38,"4,323,900",43,"5,183,400"
1127,2/1/2018,61,"8,747,200",122,"25,259,960",94,"8,266,720",66,"7,128,500",29,"5,237,220",29,"6,747,000"
1128,2/2/2018,71,"9,377,800",81,"18,064,357",64,"8,422,700",67,"5,284,900",45,"4,035,200",36,"4,954,400"
1129,2/3/2018,54,"10,110,500",83,"14,438,202",90,"11,238,285",68,"7,732,500",42,"4,446,120",48,"6,346,820"
1130,2/4/2018,30,"4,668,200",69,"18,615,200",56,"5,708,400",16,"2,892,900",14,"1,899,700",33,"2,773,720"
1131,2/5/2018,61,"8,914,500",96,"20,094,358",68,"7,461,400",33,"3,662,300",20,"1,768,000",33,"3,282,900"
1132,2/6/2018,64,"15,688,325",84,"16,654,820",48,"9,586,400",37,"6,521,500",18,"2,376,500",55,"6,410,900"
1133,2/7/2018,62,"7,688,800",78,"15,188,976",122,"15,989,942",48,"7,849,100",38,"4,792,900",78,"9,554,900"
1134,2/8/2018,30,"5,429,820",101,"18,188,180",75,"13,561,000",40,"4,473,600",27,"3,719,900",51,"5,884,700"
1135,2/9/2018,34,"4,015,500",52,"8,430,320",52,"6,653,800",29,"3,539,600",35,"3,754,300",64,"10,128,600"
1136,2/10/2018,32,"7,727,700",62,"9,900,623",75,"8,963,100",31,"3,251,200",20,"2,565,200",41,"5,024,920"
1137,2/11/2018,17,"2,133,700",43,"12,358,400",54,"7,507,300",31,"4,664,700",48,"5,544,400",38,"5,288,600"
1138,2/12/2018,40,"5,352,100",50,"5,672,057",43,"6,567,900",45,"5,846,400",28,"2,816,100",39,"5,564,500"
1139,2/13/2018,64,"10,550,000",60,"11,285,000",58,"6,186,420",14,"2,344,600",11,"1,084,720",41,"4,387,300"
1140,2/14/2018,30,"5,067,300",57,"10,671,600",58,"5,754,700",30,"2,354,600",19,"1,914,100",17,"1,217,120"
1141,2/15/2018,15,"2,124,300",47,"8,071,000",11,"4,047,800",30,"6,606,800",15,"2,028,600",26,"2,624,900"
1142,2/16/2018,0,0,3,"166,200",2,"557,600",2,"114,000",0,0,0,0
1143,2/17/2018,21,"3,262,140",63,"11,775,400",40,"3,772,800",27,"2,563,900",11,"1,169,720",24,"3,167,000"
1144,2/18/2018,14,"2,414,800",60,"9,579,400",56,"6,771,800",31,"3,686,200",32,"4,550,500",17,"1,370,200"
1145,2/19/2018,71,"7,165,600",58,"8,113,200",47,"4,472,400",25,"3,480,200",36,"2,789,600",46,"3,889,020"
1146,2/20/2018,36,"7,188,300",54,"7,776,466",126,"16,713,320",34,"3,247,000",59,"5,294,700",48,"8,576,900"
1147,2/21/2018,94,"12,273,300",83,"13,923,866",98,"10,066,200",50,"5,824,000",46,"4,194,200",50,"6,187,500"
1148,2/22/2018,46,"4,721,700",77,"10,636,200",100,"9,315,700",32,"8,154,500",52,"6,083,340",56,"6,598,800"
1149,2/23/2018,50,"4,388,700",76,"8,748,220",118,"15,011,200",46,"4,152,400",27,"5,543,000",51,"8,702,825"
1150,2/24/2018,49,"5,763,420",101,"17,917,131",153,"16,948,500",63,"4,908,300",33,"3,448,000",64,"7,586,500"
1151,2/25/2018,56,"6,130,000",84,"12,256,300",59,"7,640,200",59,"8,108,400",30,"2,506,200",57,"6,198,800"
1152,2/26/2018,47,"5,817,100",117,"17,008,380",76,"8,792,800",31,"4,013,300",34,"2,458,600",61,"7,533,200"
1153,2/27/2018,54,"5,355,643",79,"22,478,100",152,"22,411,820",89,"6,301,200",19,"2,180,700",58,"7,301,000"
1154,2/28/2018,42,"4,825,240",85,"10,636,020",97,"12,477,800",42,"5,305,400",59,"6,172,100",55,"5,901,900"
1155,3/1/2018,59,"8,095,600",86,"16,316,770",116,"15,375,600",44,"3,803,000",36,"4,290,900",59,"6,310,200"
1156,3/2/2018,66,"8,097,000",75,"14,141,770",66,"7,716,500",23,"2,584,000",42,"4,197,500",59,"5,660,100"
1157,3/3/2018,75,"9,665,600",130,"16,126,350",98,"12,059,600",81,"9,229,000",50,"6,093,200",61,"8,851,300"
1158,3/4/2018,34,"4,351,300",111,"16,122,400",94,"9,856,500",38,"4,297,300",52,"7,122,100",49,"5,528,000"
1159,3/5/2018,26,"3,142,272",125,"13,938,460",61,"9,751,900",78,"5,964,800",22,"3,421,900",72,"9,731,200"
1160,3/6/2018,42,"4,622,500",117,"13,562,033",95,"10,410,400",40,"3,807,100",53,"7,011,500",64,"6,697,800"
1161,3/7/2018,41,"8,062,300",127,"14,254,800",76,"7,383,000",68,"9,949,100",43,"4,360,100",120,"21,840,900"
1162,3/8/2018,42,"4,537,700",112,"19,485,320",55,"5,860,300",39,"3,299,400",52,"9,298,900",64,"11,955,720"
1163,3/9/2018,30,"4,027,750",60,"8,675,400",70,"8,501,000",47,"4,063,500",40,"4,581,000",65,"9,273,600"
1164,3/10/2018,46,"5,778,800",107,"12,744,560",85,"8,440,030",64,"5,849,000",42,"5,204,300",85,"9,952,000"
1165,3/11/2018,43,"5,148,680",103,"22,575,670",113,"12,497,300",51,"5,923,200",50,"5,397,600",97,"15,150,700"
1166,3/12/2018,63,"9,193,820",123,"13,651,420",63,"5,806,000",93,"7,728,200",42,"4,900,600",75,"13,643,500"
1167,3/13/2018,73,"9,962,800",154,"18,270,440",79,"8,083,300",61,"7,039,400",58,"6,101,800",92,"10,057,003"
